chrom	start	end	name	HG00096	HG00171	HG002	HG00438	HG005	HG00512	HG00513	HG00514	HG00621	HG00673	HG00731	HG00732	HG00733	HG00735	HG00741	HG00864	HG01071	HG01106	HG01109	HG01114	HG01123	HG01175	HG01243	HG01258	HG01358	HG01361	HG01505	HG01596	HG01891	HG01928	HG01952	HG01978	HG02011	HG02055	HG02080	HG02109	HG02145	HG02148	HG02257	HG02486	HG02492	HG02559	HG02572	HG02587	HG02622	HG02630	HG02717	HG02723	HG02818	HG02886	HG03009	HG03065	HG03098	HG03125	HG03371	HG03453	HG03486	HG03492	HG03516	HG03540	HG03579	HG03683	HG03732	NA12329	NA12878	NA18534	NA18906	NA18939	NA19238	NA19239	NA19240	NA19650	NA19983	NA20129	NA20509	NA20847	NA21309	NA24385	PGP1	ei:HG00733	ei:HG02818	ei:HG03486	ei:NA19240	li:HG00733	li:NA12878	li:NA24385
chrY	12346267	12346326	DYS437	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	12825889	12825948	DYS438	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	12403517	12403564	DYS439	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	0,0,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,1,1	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	22218923	22219078	DYS448	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	2,2,0,0	0,0,0,0	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	4402919	4402978	DYS456	0,0,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	0,0,0,0	0,0,1,1	0,0,0,0	0,0,0,0	0,0,1,1	0,0,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,1,1
chrY	7999839	7999902	DYS458	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	18888956	18888995	DYS460	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	18888804	18888851	DYS461	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	8558337	8558402	DYS481	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	3772790	3772837	DYS505	0,0,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,1,1	1,1,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,1,1	0,0,0,0	0,0,0,0	0,0,1,1	0,0,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,1,1
chrY	7547585	7547624	DYS522	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	16281349	16281396	DYS533	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	19358338	19358389	DYS549	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	6993190	6993257	DYS570	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	7185318	7185385	DYS576	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	13640728	13640835	DYS612	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	12258860	12258951	DYS635	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	15314132	15314186	DYS643	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
chrY	16631673	16631720	YGATAH4	1,1,1,1	0,0,0,0	0,0,1,1	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	1,1,0,0	1,1,0,0	0,0,0,0	1,1,1,1	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	1,1,1,1	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	0,0,0,0	1,1,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	0,0,0,0	0,0,0,0	1,1,1,1	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	0,0,0,0	1,1,1,1
